S No.,Title,Decisions,Words
8938,VIP may go down further: Ashwani Gujral,"{""VIP"": ""negative""}",7
8939,"Voltas: Cost overruns, slowing orders dampen prospects","{""Voltas"": ""negative""}",7
8940,Weak Chinese data spooks Asian credit markets,"{""Asian credit markets"": ""negative""}",7
8941,Wockhardt stock plummets 20 pc on bourses,"{""Wockhardt"": ""negative""}",7
8942,World stocks slide as China manufacturing shrinks,"{""World stocks"": ""negative"", ""China manufacturing"": ""negative""}",7
8943,Zinc futures soften 0.67% on global cues,"{""Zinc"": ""negative""}",7
8944,Action ordered against Jindal Power for ignoring norms,"{""Jindal Power"": ""negative""}",8
8945,ADAG stocks are going to volatile: Sangeeta Purushottam,"{""ADAG stocks"": ""negative""}",8
8946,Alibaba investors beware: History not on your side,"{""Alibaba"": ""negative""}",8
8947,Allahabad Bank may sell stake in insurance company,"{""insurance company"": ""negative"", ""Allahabad Bank"": ""neutral""}",8
8948,Apollo Tyres scrip down over 2% on profit-booking,"{""Apollo Tyres"": ""negative""}",8
8949,"Argentine markets fall post-default, NY hearing on Friday","{""Argentine markets"": ""negative""}",8
8950,Asian shares flat as investors digest Greek deal,"{""Asian shares"": ""negative""}",8
8951,Asset quality concerns persist for Indian Overseas Bank,"{""Indian Overseas Bank"": ""negative""}",8
8952,AstraZeneca pegs back Britain FTSE after takeover snub,"{""AstraZeneca"": ""negative""}",8
8953,"Australian shares fall, investors wary before US payrolls","{""Australian shares"": ""negative""}",8
8954,Auto stocks under pressure as October sales disappoint,"{""Auto stocks"": ""negative""}",8
8955,Avoid Jubilant foodworks in near future: Gaurav Mehta,"{""Jubilant foodworks"": ""negative""}",8
8956,"Avoid' Prestige Estates Projects IPO, says KR Choksey","{""Prestige Estates Projects"": ""negative""}",8
8957,Base metal drops further on sustained stockists selling,"{""Base metal"": ""negative""}",8
8958,"Basmati prices fall on government's measures, subdued demand","{""Basmati prices"": ""negative""}",8
8959,Be prepared for 5-10% decline in markets: Experts,"{""markets"": ""negative""}",8
8960,Bearish on ONGC and other OMCs: G Chokkalingam,"{""ONGC"": ""negative"", ""OMCs"": ""negative""}",8
8961,"Bearish on tyre companies: Rajesh Kothari, AlfAccurate Advisors","{""tyre companies"": ""negative"", ""AlfAccurate Advisors"": ""neutral""}",8
8962,BEML falls 5% as Q1 net loss widens,"{""BEML"": ""negative""}",8
8963,Best to exit Sun TV now: Deepak Mohoni,"{""Sun TV"": ""negative""}",8
8964,Bharat Electronics: High raw material cost impacts profitability,"{""Bharat Electronics"": ""negative""}",8
8965,BHEL plunges over 4% as Q2 results disappoints,"{""BHEL"": ""negative""}",8
8966,Bhushan Steel posts Rs 141.63-crore loss in Q1,"{""Bhushan Steel"": ""negative""}",8
8967,Blended fuel could add to pressure on cane,"{""cane"": ""negative"", ""Blended fuel"": ""neutral""}",8
8968,Blue chip stocks trade lower than their highs,"{""Blue chip stocks"": ""negative""}",8
8969,"BofA halts buybacks, dividend increase on stress-test error","{""BofA"": ""negative""}",8
8970,Book profits in real estate sector: Harendra Kumar,"{""real estate sector"": ""negative""}",8
8971,Brazil logs world's worst carry trade in 2015,"{""Brazil"": ""negative""}",8
8972,"Brent below $92 on weaker dollar, Cushing draw","{""Brent"": ""negative"", ""dollar"": ""negative""}",8
8973,Brent falls after Chinese data; stays below $101,"{""Brent"": ""negative""}",8
8974,C&C Constructions Q4 net profit slips by 18%,"{""C&C Constructions"": ""negative""}",8
8975,Call rate above repo; 2023 bond yield falls,"{""2023 bond"": ""negative""}",8
8976,Cardamom futures decline 0.58 per cent on profit-booking,"{""Cardamom"": ""negative""}",8
8977,"Cardamom futures down on low demand, higher arrivals","{""Cardamom"": ""negative""}",8
8978,Cardamom futures fall 0.42 per cent on profit-booking,"{""Cardamom"": ""negative""}",8
8979,"CCI smells cartelisation in guar trade, orders probe","{""guar"": ""negative"", ""CCI"": ""neutral""}",8
8980,Chilli futures fall 1.54 pc on sluggish demand,"{""Chilli"": ""negative""}",8
8981,"China shares recoup losses on power producers, carmakers","{""China shares"": ""negative""}",8
8982,Coal India closes 2.3% down on CCI report,"{""Coal India"": ""negative"", ""CCI"": ""neutral""}",8
8983,Commodity turnover decreases by 40.51 per cent: Report,"{""Commodity"": ""negative""}",8
8984,Concerns over global growth peg back Britain FTSE,"{""Britain FTSE"": ""negative""}",8
8985,"Confused on Budget, Sensex ends 72 points down","{""Sensex"": ""negative""}",8
8986,Coriander futures down 0.83% on subdued spot demand,"{""Coriander"": ""negative""}",8
8987,Coriander futures gain 0.79% on upsurge in demand,"{""Coriander"": ""negative""}",8
8988,Correction in IT a little worrying: Ashwani Gujral,"{""IT"": ""negative""}",8
8989,Costlier oilmeals not palatable to key global consumers,"{""oilmeals"": ""negative""}",8
8990,Credit Suisse downgrades Ipca Labs; stock plunges 15%,"{""Ipca Labs"": ""negative"", ""Credit Suisse"": ""neutral""}",8
8991,Crude oil futures down on weak Asian cues,"{""Crude oil"": ""negative""}",8
8992,Crude oil futures fall 0.49% on Asian cues,"{""Crude oil"": ""negative""}",8
8993,Cummins reports 21% decline in Q3 net profit,"{""Cummins"": ""negative""}",8
8994,Dabur India shares down nearly 5% on profit-booking,"{""Dabur India"": ""negative""}",8
8995,"Disappointments ahead in consumer staples, says Ambit Capital","{""consumer staples"": ""negative"", ""Ambit Capital"": ""neutral""}",8
8996,Divi Lab shares down over 4% post earnings,"{""Divi Lab"": ""negative""}",8
8997,DLF: Reviewing $8.4 million penalty slapped by SEBI,"{""DLF"": ""negative"", ""SEBI"": ""neutral""}",8
8998,Do not buy Capital goods stocks: Rajesh Jain,"{""Capital goods stocks"": ""negative""}",8
8999,Dow has worst drop since February: What happened?,"{""Dow"": ""negative""}",8
9000,Dr Reddys Laboratories slips as Sucampo files lawsuit,"{""Dr Reddys Laboratories"": ""negative""}",8
9001,Eaton faces talent exodus as key officials quit,"{""Eaton"": ""negative""}",8
9002,"Edible oils fall on sluggish demand, global cues","{""Edible oils"": ""negative""}",8
9003,Egypt crisis likely to keep Rupee under pressure,"{""Rupee"": ""negative""}",8
9004,Emerging stocks set for second week in red,"{""Emerging stocks"": ""negative""}",8
9005,Equity markets expect tighter interest rates: Edelweiss Securities,"{""Edelweiss Securities"": ""neutral""}",8
9006,Euro dips in Asia ahead of ECB comments,"{""Euro"": ""negative""}",8
9007,Euro falls to 22-month low against buoyant dollar,"{""Euro"": ""negative""}",8
9008,"Europe subdued, Russia shares tumble on new sanctions","{""Europe"": ""negative"", ""Russia"": ""negative""}",8
9009,European shares edge lower after German data miss,"{""European shares"": ""negative""}",8
9010,European shares slide as Greece faces new elections,"{""European shares"": ""negative""}",8
9011,European stocks fall back as Ukraine tension grows,"{""European stocks"": ""negative""}",8
9012,"European stocks slide on lower oil prices, Greece","{""European stocks"": ""negative"", ""oil"": ""negative""}",8
9013,Exide continue to remain an avoid: Vinay Khattar,"{""Exide"": ""negative""}",8
9014,Expect choppiness on Nifty to continue: Mitesh Thacker,"{""Nifty"": ""negative""}",8
9015,Finolex Industries falls over 12% on weak results,"{""Finolex Industries"": ""negative""}",8
9016,Flat Nifty OI data hints at trend reversal,"{""Nifty"": ""negative""}",8
9017,"FTSE edges lower, Next weather warning hits retailers","{""FTSE"": ""negative"", ""retailers"": ""negative""}",8
9018,FTSE hit by falls at banks and miners,"{""FTSE"": ""negative"", ""banks"": ""negative"", ""miners"": ""negative""}",8
9019,GAIL slips nearly 2% after explosion at pipeline,"{""GAIL"": ""negative""}",8
9020,Genpact Q4 net declines 8.6% to $48.8 million,"{""Genpact"": ""negative""}",8
9021,"Gitanjali Gems chief, 25 others suspended from trading","{""Gitanjali Gems"": ""negative""}",8
9022,Gitanjali Gems to buy DIT Group; stock down,"{""Gitanjali Gems"": ""negative"", ""DIT Group"": ""neutral""}",8
9023,Global coffee exports drop 8.4% in Jan: ICO,"{""Global coffee exports"": ""negative"", ""ICO"": ""neutral""}",8
9024,Global growth concerns trim Asia FX weekly gains,"{""Asia FX"": ""negative""}",8
9025,"Gold extend weakness on sluggish demand, global cues","{""Gold"": ""negative""}",8
9026,Gold futures down 0.43% on weak global cues,"{""Gold"": ""negative""}",8
9027,"Grasim good for short selling: Deepak Mohoni, trendwatchindia.com","{""Grasim"": ""negative"", ""trendwatchindia.com"": ""neutral""}",8
9028,GSFC Q3 profit dips 26% on sluggish sales,"{""GSFC"": ""negative""}",8
9029,"Guarseed futures decline on mounting stocks, weak export","{""Guarseed"": ""negative""}",8
9030,Hedge funds hit by wrong kind of volatility,"{""Hedge funds"": ""negative""}",8
9031,Henkel India's Q4 loss widens to Rs 18.33,"{""Henkel India"": ""negative""}",8
9032,Hero MotoCorp October sales declines 8%; stock down,"{""Hero MotoCorp"": ""negative""}",8
9033,Hexaware: Growth to remain low for another quarter,"{""Hexaware"": ""negative""}",8
9034,Hindalco plunges as Q1 net profit shrinks 67%,"{""Hindalco"": ""negative""}",8
9035,"Hong Kong benchmark off 5-month high, property drags","{""Hong Kong"": ""negative"", ""property"": ""negative""}",8
9036,"Hong Kong shares end down, Tencent big drag","{""Hong Kong"": ""negative"", ""Tencent"": ""negative""}",8
9037,"Hong Kong shares fall, but post quarterly gains","{""Hong Kong shares"": ""negative""}",8
9038,Icra downgrades bonds of United Bank of India,"{""United Bank of India"": ""negative"", ""Icra"": ""neutral""}",8
9039,"ICRA holds negative outlook for metal, power sectors","{""metal"": ""negative"", ""power sectors"": ""negative"", ""ICRA"": ""neutral""}",8
9040,IDBI Trusteeship Services sells 3.64 lakh Geometric shares,"{""Geometric"": ""negative"", ""IDBI Trusteeship Services"": ""neutral""}",8
9041,India bond yields fall on Arun Jaitley comments,"{""India bond"": ""negative""}",8
9042,Indian rupee edges lower; state-run banks buying dollars,"{""Indian rupee"": ""negative""}",8
9043,Institutional investors cut their exposure on Ranbaxy stock,"{""Ranbaxy stock"": ""negative""}",8
9044,"Intel reports lower 1Q net income, higher revenue","{""Intel"": ""negative""}",8
9045,IPL troubles hit India Cements core business valuation,"{""India Cements"": ""negative""}",8
9046,Jaguar Land Rover CEO David Smith steps down,"{""Jaguar"": ""negative""}",8
9047,Jaiprakash Associates dips over on dismal Q1 earnings,"{""Jaiprakash Associates"": ""negative""}",8
9048,Jet Airways continues its plunge; down over 8%,"{""Jet Airways"": ""negative""}",8
9049,Jet Airways plunge on ratings downgrade by ICRA,"{""Jet Airways"": ""negative"", ""ICRA"": ""neutral""}",8
9050,"Jyoti shareholders allege fraud, company dismisses the charges","{""Jyoti"": ""negative""}",8
9051,Kingfisher Airlines posts Rs 822 crore Q3 loss,"{""Kingfisher Airlines"": ""negative""}",8
9052,Kotak Mahindra Bank shares fall on Macquarie downgrade,"{""Kotak Mahindra Bank"": ""negative"", ""Macquarie"": ""neutral""}",8
9053,L&T likely to underperform in medium-term: Nitin Raheja,"{""L&T"": ""negative""}",8
9054,Leakgate: Sebi says probing complaints of insider trading,"{""Sebi"": ""neutral""}",8
9055,Low demand pulls down crude palm oil futures,"{""crude palm oil"": ""negative""}",8
9056,Make a contra call on ITC: Hemendra Hazari,"{""ITC"": ""negative""}",8
9057,Man Infra has fallen a lot: Deepak Mohoni,"{""Man Infra"": ""negative""}",8
9058,Margin pressure likely to continue for Asian Paints,"{""Asian Paints"": ""negative""}",8
9059,Markets on edge ahead of Janet Yellen testimony,"{""Markets"": ""negative""}",8
9060,MCX may be restrained from launching fresh contracts,"{""MCX"": ""negative""}",8
9061,Media stocks drag down European equities from highs,"{""Media stocks"": ""negative""}",8
9062,"Medium sugar drops on stockists selling, poor demand","{""Medium sugar"": ""negative""}",8
9063,Mentha oil falls 0.58 per cent on profit-booking,"{""Mentha oil"": ""negative""}",8
9064,Mentha oil futures remain weak on sluggish demand,"{""Mentha oil"": ""negative""}",8
9065,More exits from Ranbaxy Laboratorie top management team,"{""Ranbaxy Laboratorie"": ""negative""}",8
9066,More than half of HUL analysts recommend sell,"{""HUL"": ""negative""}",8
9067,Most infra stocks are fairly valued or expensive',"{""infra stocks"": ""negative""}",8
9068,Muted demand drags down chana futures by 1.17%,"{""chana"": ""negative""}",8
9069,Muthoot Finance promoters may dilute stake by 10%,"{""Muthoot Finance"": ""negative""}",8
9070,Narayana Hrudayalaya grey market premium falls by 50%,"{""Narayana Hrudayalaya"": ""negative""}",8
9071,Natural rubber prices have plunged to five-year low,"{""Natural rubber"": ""negative""}",8
9072,NFL Q2 net loss at Rs 25.90 crore,"{""NFL"": ""negative""}",8
9073,"Nickel falls 0.12% on weak demand, global cues","{""Nickel"": ""negative""}",8
9074,Nirma Q4 net loss at Rs 23.74 crore,"{""Nirma"": ""negative""}",8
9075,Nothing much happening in Nucleus Software: Deepak Mohini,"{""Nucleus Software"": ""negative""}",8
9076,Oil prices down ahead of US stockpiles report,"{""Oil"": ""negative""}",8
9077,Oil prices fall after OPEC keeps production high,"{""Oil"": ""negative"", ""OPEC"": ""neutral""}",8
9078,"Oil prices fall, stumbling emerging markets dent outlook","{""Oil"": ""negative""}",8
9079,Oil prices slide in poor start to week,"{""Oil"": ""negative""}",8
9080,Oil slips towards $110 as supply fears fade,"{""Oil"": ""negative""}",8
9081,OPEC does little as Brent drops under $75/bbl,"{""Brent"": ""negative"", ""OPEC"": ""neutral""}",8
9082,Palm oil eases after Greece rejects bailout terms,"{""Palm oil"": ""negative""}",8
9083,Panacea to launch breast cancer drug; stock down,"{""Panacea"": ""negative""}",8
9084,"Patni fundamentally very weak: Girish Pai, Centrum Broking","{""Patni"": ""negative"", ""Centrum Broking"": ""neutral""}",8
9085,Petronet LNG shares slump 4.5% on broker downgrades,"{""Petronet LNG"": ""negative""}",8
9086,Polaris Q1 profit slips to Rs 43.20 cr,"{""Polaris"": ""negative""}",8
9087,Potato futures fall 2.58 pc on sluggish demand,"{""Potato"": ""negative""}",8
9088,Pressure on rupee persists as geo-political woes mount,"{""rupee"": ""negative""}",8
9089,Price of molasses spikes on cane shortage fears,"{""molasses"": ""negative""}",8
9090,Pulses slide as government intensifies crackdown against hoarding,"{""Pulses"": ""negative""}",8
9091,Putting target number on Wockhardt difficult: Avinnash Gorakssakar,"{""Wockhardt"": ""negative""}",8
9092,Raw sugar deals slow down after subsidy announcement,"{""Raw sugar"": ""negative""}",8
9093,RCOM plans to sell 5% in tower business,"{""RCOM"": ""negative""}",8
9094,Recommend to be cautious with NBCC: Jagdish Malkani,"{""NBCC"": ""negative""}",8
9095,Reforms unlikely to impact Coal India; stock down,"{""Coal India"": ""negative""}",8
9096,"Regulatory, tax pressures likely to hit ITC volumes","{""ITC"": ""negative""}",8
9097,Retail investors hit by intra-day drop in silver,"{""silver"": ""negative""}",8
9098,"Rupee trims initial gains, near 61 against dollar","{""Rupee"": ""negative""}",8
9099,"Rupiah extends losses, hits lowest since August 1998","{""Rupiah"": ""negative""}",8
9100,Russian shares fall after heavy fighting in Ukraine,"{""Russian shares"": ""negative""}",8
9101,"SAIL net declines 34% to Rs 1,090 cr","{""SAIL"": ""negative""}",8
9102,SAT upholds Sebi restraint on SMC Global Securities,"{""SMC Global Securities"": ""negative"", ""SAT"": ""neutral"", ""Sebi"": ""neutral""}",8
9103,Sebi asks Moneyworld to stop providing investment advice,"{""Moneyworld"": ""negative"", ""Sebi"": ""neutral""}",8
9104,Select edible oils remain weak on stockists selling,"{""Select edible oils"": ""negative""}",8
9105,Selling range of 539-543 suggested for Educomp: www.aptartindia.com,"{""Educomp"": ""negative""}",8
9106,Sensex falls 252 points on weak global cues,"{""Sensex"": ""negative""}",8
9107,Sensex plunges over 426 points in global sell-off,"{""Sensex"": ""negative""}",8
9108,Sensex retreats from all-time high;ends 190 points lower,"{""Sensex"": ""negative""}",8
9109,Sensex turn choppy; top ten stocks in focus,"{""Sensex"": ""negative""}",8
9110,Shoppers Stop net profit falls 53% in Q4,"{""Shoppers Stop"": ""negative""}",8
9111,Silver futures hit four-year low on global cues,"{""Silver"": ""negative""}",8
9112,SKS Microfinance scrip tanks 5 pc on BSE,"{""SKS Microfinance"": ""negative"", ""BSE"": ""neutral""}",8
9113,Slow Asian demand despite multi-year low gold prices,"{""gold"": ""negative""}",8
9114,Slowing us truck sales to hit Bharat Forge,"{""Bharat Forge"": ""negative""}",8
9115,Sony plunges 8.25% on massive share sale plan,"{""Sony"": ""negative""}",8
9116,Sony shares plunge 12% on ballooning loss forecast,"{""Sony"": ""negative""}",8
9117,Speculators cut Brent long holding for third week,"{""Brent"": ""negative""}",8
9118,Sri Lankan rupee falls on importer dollar demand,"{""Sri Lankan rupee"": ""negative""}",8
9119,SSTL Q1 net loss at Rs 316 cr,"{""SSTL"": ""negative""}",8
9120,"Stay underweight on IT sector, says Dipan Mehta","{""IT sector"": ""negative""}",8
9121,"Stress in Indusind stock: Harendra Kumar, Elara Capital","{""Indusind"": ""negative"", ""Elara Capital"": ""neutral""}",8
9122,Subex falls as co seeks FCCB payment extension,"{""Subex"": ""negative"", ""FCCB"": ""neutral""}",8
9123,"Sugar prices drop on sluggish demand, adequate supply","{""Sugar"": ""negative""}",8
9124,"Sugar remains weak on ample supply, low demand","{""Sugar"": ""negative""}",8
9125,Tax worries drag rupee to over one-month low,"{""rupee"": ""negative""}",8
9126,TCS results disappoints on revenue: 10 important takeaways,"{""TCS"": ""negative""}",8
9127,TCS: New layer to oversee verticals; stock down,"{""TCS"": ""negative""}",8
9128,Telecos under pressure as S&P raises debt concerns,"{""Telecos"": ""negative"", ""S&P"": ""neutral""}",8
9129,There is jitteriness in the market: Ashwani Gujral,"{""market"": ""negative""}",8
9130,Thinksoft Global Services net declines 20% in Januray-March,"{""Thinksoft Global Services"": ""negative""}",8
9131,Tough to curb rubber futures volatility: Expert Committee,"{""rubber"": ""negative""}",8
9132,"Trade cautiously in 500 illiquid stocks: NSE, BSE","{""NSE"": ""neutral"", ""BSE"": ""neutral""}",8
9133,Turmeric futures fall 1.51 pc on sluggish demand,"{""Turmeric"": ""negative""}",8
9134,TV stocks slump on talk of advertisement curbs,"{""TV stocks"": ""negative""}",8
9135,Ultratech promoters sell shares worth Rs 22 crore,"{""Ultratech"": ""negative""}",8
9136,Underweight on construction & infrastructure: Blackstone Asia Advisors,"{""construction"": ""negative"", ""infrastructure"": ""negative"", ""Blackstone Asia Advisors"": ""neutral""}",8
9137,US crude hits five-year low on market rout,"{""US crude"": ""negative""}",8
9138,Vedanta: Shares fall 7% on mixed production update,"{""Vedanta"": ""negative""}",8
9139,Venezuelas vote for change has Indian pharma jittery,"{""Indian pharma"": ""negative""}",8
9140,Venus Remedies slips over 16% post Crisil downgrade,"{""Venus Remedies"": ""negative"", ""Crisil"": ""neutral""}",8
9141,Volkswagen scandal: Motherson Sumi Systems allays investor fears,"{""Volkswagen"": ""negative"", ""Motherson Sumi"": ""neutral""}",8
9142,"Wheat prices ease on adequate supply, reduced offtake","{""Wheat"": ""negative""}",8
9143,"Wipro: Growth could be weak in FY15, too","{""Wipro"": ""negative""}",8
9144,"Won drops to 2-1/2-month low, stocks close flat","{""Won"": ""negative""}",8
9145,Won't recommend buying into Reliance Communications: Sudip Bandyopadhyay,"{""Reliance Communications"": ""negative""}",8
9146,Yahoo shares take hit after Alibaba IPO filing,"{""Yahoo"": ""negative"", ""Alibaba"": ""neutral""}",8
9147,Zinc futures soften 0.67 pc on global cues,"{""Zinc"": ""negative""}",8
9148,10-year bond yield off lows; weakness in rupee hurts,"{""10-year bond"": ""negative""}",9
9149,10-year bond yields fall on Rajan comments on inflation,"{""10-year bond"": ""negative""}",9
9150,10-yr bond yield stays down; Friday debt sale watched,"{""10-yr bond"": ""negative""}",9
9151,10-yr bond yield stays down; Friday's debt sale watched,"{""10-yr bond"": ""negative""}",9
9152,"2014 will remain challenging for Indian banks, say analysts","{""Indian banks"": ""negative""}",9
9153,Aberdeen CEO says bond market poses 'huge systemic risk',"{""bond market"": ""negative"", ""Aberdeen"": ""neutral""}",9
9154,Africa to weigh on Bharti Airtel's earnings near term,"{""Bharti Airtel"": ""negative""}",9
9155,Airlines tumble on Paris attack as Asia stocks retreat,"{""Airlines"": ""negative""}",9
9156,Amara Raja Batteries slips over 5% post Q3 results,"{""Amara Raja Batteries"": ""negative""}",9
9157,Analysts bearish on Hindalco as Jharkhand shuts bauxite mines,"{""Hindalco"": ""negative""}",9
9158,Apple shares slump ahead of September 9 iPhone launch,"{""Apple"": ""negative""}",9
9159,Apple's SIM move chips away at Gemalto's share price,"{""Apple"": ""negative"", ""Gemalto"": ""neutral""}",9
9160,Ashok Leyland slips nearly 3% as April sales dip,"{""Ashok Leyland"": ""negative""}",9
9161,"Asia stocks down but Japan bucks trend, yen slides","{""Asia stocks"": ""negative"", ""yen"": ""negative""}",9
9162,Asian shares slip as China concerns trump US optimism,"{""Asian shares"": ""negative""}",9
9163,AstraZeneca Pharma plunges 9% as board defers delisting offer,"{""AstraZeneca Pharma"": ""negative""}",9
9164,Aviva stake buyers walk out of negotiations over valuations,"{""Aviva"": ""negative""}",9
9165,Bajaj Electricals Q2 net loss at Rs 14.21 crore,"{""Bajaj Electricals"": ""negative""}",9
9166,Bajaj Electricals reports Rs 10.65 crore loss in Q4,"{""Bajaj Electricals"": ""negative""}",9
9167,Balaji Telefils has been in a downtrend: Ashwani Gujral,"{""Balaji Telefils"": ""negative""}",9
9168,Balance sheet oriented news driving telecom stocks: Nitin Raheja,"{""telecom stocks"": ""negative""}",9
9169,Balkrishna Industries plunges over 18% on poor Q2 results,"{""Balkrishna Industries"": ""negative""}",9
9170,Balrampur Chini reports Rs 50.76 crore loss in Q3,"{""Balrampur Chini"": ""negative""}",9
9171,Bayer registers Q4 net loss of Rs 17.13 cr,"{""Bayer"": ""negative""}",9
9172,"Bearish on commodity space: Taher Badshah, Motilal Oswal AMC","{""commodity space"": ""negative"", ""Motilal Oswal AMC"": ""neutral""}",9
9173,"Bharti Africa Q2 loss widens, weak voice revenue hurts","{""Bharti Africa"": ""negative""}",9
9174,BOC delisting plan fails as company misses buyout target,"{""BOC"": ""negative""}",9
9175,Bonds see biggest single-day fall in nearly 2 months,"{""Bonds"": ""negative""}",9
9176,Book profits as Nifty crosses 7800 levels: Ashwani Gujral,"{""Nifty"": ""negative""}",9
9177,Bosch's Q2 PAT declines 11.3% to Rs 247.5 crore,"{""Bosch"": ""negative""}",9
9178,"Brent climbs towards $101, pulls away from 16-month low","{""Brent"": ""negative""}",9
9179,Brent drops below $87 as Fed optimism lifts dollar,"{""Brent"": ""negative""}",9
9180,Brent falls close to $69 after Saudi price cut,"{""Brent"": ""negative""}",9
9181,Brent near 13-month low below $103 on brisk supplies,"{""Brent"": ""negative""}",9
9182,"Brent steady under $109, set for second weekly loss","{""B"": ""negative""}",9
9183,"Britain FTSE resumes slide, hit by emerging market exposure","{""Britain FTSE"": ""negative""}",9
9184,Brokerages lower Nestle Indias target price on disappointing results,"{""Nestle India"": ""negative""}",9
9185,BSE writes to Sebi on NSE 'unfair' trade practices,"{""NSE"": ""negative"", ""Sebi"": ""neutral"", ""BSE"": ""neutral""}",9
9186,Call for minimum farmgate price for Pusa 1121 rice,"{""Pusa 1121 rice"": ""negative""}",9
9187,Carborundum Universal Ltd Q2 net falls 47.2 per cent,"{""Carborundum Universal Ltd"": ""negative""}",9
9188,Cardamom futures fall 0.77 per cent on profit booking,"{""Cardamom"": ""negative""}",9
9189,Cardamom futures fall 0.92 per cent on sluggish demand,"{""Cardamom"": ""negative""}",9
9190,Care ends 8% down as share sale bids rejected,"{""Care"": ""negative""}",9
9191,Career Point erases gains; falls 1.54 pc on BSE,"{""Career Point"": ""negative"", ""BSE"": ""neutral""}",9
9192,Cautious on four-wheeler stocks including Maruti Suzuki: IV Subramaniam,"{""Maruti Suzuki"": ""negative"", ""four-wheeler stocks"": ""negative""}",9
9193,Chambal Fertilisers may slide to 68-69 levels: Mitesh Thacker,"{""Chambal Fertilisers"": ""negative""}",9
9194,Chilli futures down 1.53 pc on higher output hopes,"{""Chilli"": ""negative""}",9
9195,"China shares snap 3 weeks of gains, banks drag","{""China"": ""negative""}",9
9196,China stocks close at biggest fall in two weeks,"{""China stocks"": ""negative""}",9
9197,Choppy times ahead for the market: Religare Mutual Fund,"{""market"": ""negative"", ""Religare Mutual Fund"": ""neutral""}",9
9198,Clariant Chemicals Q2 net slips to Rs 24 cr,"{""Clariant Chemicals"": ""negative""}",9
9199,Clariant Chemicals slips; buyback value lower than market price,"{""Clariant Chemicals"": ""negative""}",9
9200,"CLSA downgrades JSPL to sell, says risk-reward is unfavourable","{""JSPL"": ""negative"", ""CLSA"": ""neutral""}",9
9201,Commexe turnover drops by 59 per cent in April-August,"{""Commexe"": ""negative""}",9
9202,Commodity prices will dip as super-cycle ends: Goldman Sachs,"{""Commodity prices"": ""negative""}",9
9203,Condition not in favor of JP Associates: Deven Choksey,"{""JP Associates"": ""negative""}",9
9204,"Copper futures fall 0.93% on global cues, weak demand","{""Copper"": ""negative""}",9
9205,Copper softens in futures trade on weak global cues,"{""Copper"": ""negative""}",9
9206,Corporate earnings likely to remain subdued in Q2: Crisil,"{""Crisil"": ""neutral""}",9
9207,Crude palm oil futures remain weak on sluggish demand,"{""Crude palm oil"": ""negative""}",9
9208,"Dalal Street experts see Sensex sinking 1,000 points more","{""Sensex"": ""negative""}",9
9209,Dhanlaxmi Bank posts Rs 11.8 crore loss for April-June,"{""Dhanlaxmi Bank"": ""negative""}",9
9210,Dhanlaxmi Bank shares tank nearly 6% on disappointing Q3,"{""Dhanlaxmi Bank"": ""negative""}",9
9211,Divestment to remain overhang on NBCC stock: Parag Thakkar,"{""NBCC"": ""negative""}",9
9212,"Dollar starts week under pressure, markets eye Jackson Hole","{""Dollar"": ""negative""}",9
9213,Dollar wavers in choppy trade as risk aversion rises,"{""Dollar"": ""negative""}",9
9214,Downtrend in Mundra Port not over yet: Ashwani Gujral,"{""Mundra Port"": ""negative""}",9
9215,ECB comments prove to be a drag for euro,"{""euro"": ""negative""}",9
9216,"Edible oils remain weak on sluggish demand, global cues","{""Edible oils"": ""negative""}",9
9217,"Egypt security to keep buyers away, Saudi budget eyed","{""Egypt security"": ""negative""}",9
9218,Escorts scrip tank 7% on weak December sales nos,"{""Escorts"": ""negative""}",9
9219,Euro hits 9-month low vs dollar on German data,"{""Euro"": ""negative""}",9
9220,Exide Q4 net dips 10% at Rs 132 crore,"{""Exide"": ""negative""}",9
9221,Expect market to drift lower towards 5820: Mitesh Thacker,"{""market"": ""negative""}",9
9222,"Falling crude prices may adversely impact India, global markets","{""crude"": ""negative""}",9
9223,Food Ministry to cut down July quota of sugar,"{""sugar"": ""negative""}",9
9224,Fortis Healthcare Q1 net loss at Rs 46.8 crore,"{""Fortis Healthcare"": ""negative""}",9
9225,GAIL Q1 net drops 32% at Rs 424.14 crore,"{""GAIL"": ""negative""}",9
9226,"Gains in crude oil limited, investors weigh QE3 impact","{""crude oil"": ""negative""}",9
9227,Galaxy Surfactants withdraws IPO a day before its closing,"{""Galaxy Surfactants"": ""negative""}",9
9228,GMR Infrastructure hits year-low on Maldives civil court order,"{""GMR Infrastructure"": ""negative""}",9
9229,"Gold at three-month low on global cues, weak demand","{""Gold"": ""negative""}",9
9230,Gold declines before Fed meeting as Ukraine crisis assessed,"{""Gold"": ""negative""}",9
9231,"Gold dips below Rs 28,000-level on weak global cues","{""Gold"": ""negative""}",9
9232,"Gold ends steady, silver remains weak on reduced offtake","{""silver"": ""negative"", ""Gold"": ""neutral""}",9
9233,"Gold steady, seen vulnerable after strong US jobs data","{""Gold"": ""neutral""}",9
9234,Gold-silver price ratio may fall as gold cools faster,"{""Gold-silver"": ""negative""}",9
9235,"Guargum futures slip 2% on weak domestic, overseas cues","{""Guargum"": ""negative""}",9
